"","sub","Question","Response","age.cat"
"3574","10933890","Question_3","No","Children"
"3575","10933890","Question_5","9","Children"
"3576","10933890","Question_6","7","Children"
"3577","10933890","Question_7","4","Children"
"3578","10933890","Question_8","6","Children"
"3579","10933881","Question_1","Sì","Children"
"3580","10933881","Question_3","Non so","Children"
"3581","10933881","Question_5","9","Children"
"3582","10933881","Question_6","10","Children"
"3583","10933881","Question_7","10","Children"
"3584","10933881","Question_8","1","Children"
"3585","10933892","Question_1","Non so","Children"
"3586","10933892","Question_3","Non so","Children"
"3587","10933892","Question_5","7","Children"
"3588","10933892","Question_6","7","Children"
"3589","10933892","Question_7","7","Children"
"3590","10933892","Question_8","3","Children"
"3591","10933886","Question_1","Sì","Children"
"3592","10933886","Question_2","In solo se a caso ho sperato di vincere, invece solo se insieme ho pensato a quello che il mio compagno poteva fare  ","Children"
"3593","10933886","Question_3","Non so","Children"
"3594","10933886","Question_5","6","Children"
"3595","10933886","Question_6","10","Children"
"3596","10933886","Question_7","10","Children"
"3597","10933886","Question_8","10","Children"
"3598","10933887","Question_1","Sì","Children"
"3599","10933887","Question_3","No","Children"
"3600","10933887","Question_5","5","Children"
"3601","10933887","Question_6","5","Children"
"3602","10933887","Question_7","5","Children"
"3603","10933887","Question_8","5","Children"
"3604","10933895","Question_1","No","Children"
"3605","10933895","Question_3","No","Children"
"3606","10933895","Question_5","5","Children"
"3607","10933895","Question_6","5","Children"
"3608","10933895","Question_7","5","Children"
"3609","10933895","Question_8","5","Children"
"3610","10933893","Question_1","No","Children"
"3611","10933893","Question_3","No","Children"
"3612","10933893","Question_5","8","Children"
"3613","10933893","Question_6","6","Children"
"3614","10933893","Question_7","8","Children"
"3615","10933893","Question_8","6","Children"
"3616","10933884","Question_1","No","Children"
"3617","10933884","Question_3","No","Children"
"3618","10933884","Question_5","5","Children"
"3619","10933884","Question_6","5","Children"
"3620","10933884","Question_7","5","Children"
"3621","10933884","Question_8","5","Children"
"3622","10934058","Question_1","No","Children"
"3623","10934058","Question_3","No","Children"
"3624","10934058","Question_5","10","Children"
"3625","10934058","Question_6","4","Children"
"3626","10934058","Question_7","10","Children"
"3627","10934058","Question_8","0","Children"
"3628","10934059","Question_1","Sì","Children"
"3629","10934059","Question_2","sono cambiate con la fortuna","Children"
"3630","10934059","Question_3","Sì","Children"
"3631","10934059","Question_4","sono cambiate sempre con la fortuna","Children"
"3632","10934059","Question_5","4","Children"
"3633","10934059","Question_6","7","Children"
"3634","10934059","Question_7","8","Children"
"3635","10934059","Question_8","6","Children"
"3636","10934054","Question_1","No","Children"
"3637","10934054","Question_3","No","Children"
"3638","10934054","Question_5","7","Children"
"3639","10934054","Question_6","9","Children"
"3640","10934054","Question_7","10","Children"
"3641","10934054","Question_8","10","Children"
"3642","10934062","Question_1","Sì","Children"
"3643","10934062","Question_2","nel solo se insieme cliccavo la maggor parte il super tesoro mentre nel solo se a caso cliccavo il mini tesoro solo se superava 8","Children"
"3644","10934062","Question_3","No","Children"
"3645","10934062","Question_5","10","Children"
"3646","10934062","Question_6","10","Children"
"3647","10934062","Question_7","10","Children"
"3648","10934062","Question_8","10","Children"
"3649","10934057","Question_1","Sì","Children"
"3650","10934057","Question_2","Solo se a caso A CASO solo se insieme LA RICOMPENSA MAGGIORE","Children"
"3651","10934057","Question_3","No","Children"
"3652","10934057","Question_5","7","Children"
"3653","10934057","Question_6","9","Children"
"3654","10934057","Question_7","10","Children"
"3655","10934057","Question_8","6","Children"
"3656","10934061","Question_1","Sì","Children"
"3657","10934061","Question_2","cambiano con la  mia fortuna","Children"
"3658","10934061","Question_3","Sì","Children"
"3659","10934061","Question_4","con la mia fortuna","Children"
"3660","10934061","Question_5","8","Children"
"3661","10934061","Question_6","2","Children"
"3662","10934061","Question_7","8","Children"
"3663","10934061","Question_8","10","Children"
"3664","10934064","Question_1","No","Children"
"3665","10934064","Question_3","No","Children"
"3666","10934064","Question_5","2","Children"
"3667","10934064","Question_6","2","Children"
"3668","10934064","Question_7","2","Children"
"3669","10934064","Question_8","2","Children"
"3670","10934055","Question_1","No","Children"
"3671","10934055","Question_3","No","Children"
"3672","10934055","Question_5","7","Children"
"3673","10934055","Question_6","3","Children"
"3674","10934055","Question_7","10","Children"
"3675","10934055","Question_8","0","Children"
"3676","10934068","Question_1","No","Children"
"3677","10934068","Question_3","No","Children"
"3678","10934068","Question_5","2","Children"
"3679","10934068","Question_6","5","Children"
"3680","10934068","Question_7","1","Children"
"3681","10934068","Question_8","10","Children"
"3682","10934060","Question_1","No","Children"
"3683","10934060","Question_3","No","Children"
"3684","10934060","Question_5","8","Children"
"3685","10934060","Question_6","4","Children"
"3686","10934060","Question_7","10","Children"
"3687","10934060","Question_8","2","Children"
"3688","10934067","Question_1","Sì","Children"
"3689","10934067","Question_3","No","Children"
"3690","10934067","Question_5","5","Children"
"3691","10934067","Question_6","5","Children"
"3692","10934067","Question_7","5","Children"
"3693","10934067","Question_8","5","Children"
"3694","10934056","Question_1","Sì","Children"
"3695","10934056","Question_2","SONO CAMBIATE IN  ALCUNI GIOCHI PER ESEMPIO  SOLO SE A CASO HO SCELTO QUASI SEMPRE IL SUPER TESORO","Children"
"3696","10934056","Question_3","Sì","Children"
"3697","10934056","Question_4","LE MIE SCELTE SONO CAMBIATE","Children"
"3698","10934056","Question_5","7","Children"
"3699","10934056","Question_6","7","Children"
"3700","10934056","Question_7","6","Children"
"3701","10934056","Question_8","6","Children"
"3702","10934066","Question_1","No","Children"
"3703","10934066","Question_3","No","Children"
"3704","10934066","Question_5","10","Children"
"3705","10934066","Question_6","8","Children"
"3706","10934066","Question_7","10","Children"
"3707","10934066","Question_8","10","Children"
"3708","10934063","Question_1","No","Children"
"3709","10934063","Question_3","No","Children"
"3710","10934063","Question_5","1","Children"
"3711","10934063","Question_6","1","Children"
"3712","10934063","Question_7","1","Children"
"3713","10934063","Question_8","1","Children"
"3714","10934065","Question_1","No","Children"
"3715","10934065","Question_3","No","Children"
"3716","10934065","Question_5","5","Children"
"3717","10934065","Question_6","5","Children"
"3718","10934065","Question_7","5","Children"
"3719","10934065","Question_8","5","Children"
"3720","10934069","Question_1","No","Children"
"3721","10934069","Question_3","No","Children"
"3722","10934069","Question_5","0","Children"
"3723","10934069","Question_6","0","Children"
"3724","10934069","Question_7","10","Children"
"3725","10934069","Question_8","10","Children"
"3726","10934074","Question_1","No","Children"
"3727","10934074","Question_3","No","Children"
"3728","10934074","Question_5","6","Children"
"3729","10934074","Question_6","1","Children"
"3730","10934074","Question_7","10","Children"
"3731","10934074","Question_8","7","Children"
"3732","10934071","Question_1","No","Children"
"3733","10934071","Question_3","No","Children"
"3734","10934071","Question_5","9","Children"
"3735","10934071","Question_6","10","Children"
"3736","10934071","Question_7","10","Children"
"3737","10934071","Question_8","6","Children"
"3738","10934070","Question_1","No","Children"
"3739","10934070","Question_3","No","Children"
"3740","10934070","Question_5","10","Children"
"3741","10934070","Question_6","3","Children"
"3742","10934070","Question_7","10","Children"
"3743","10934070","Question_8","0","Children"
"3744","10934360","Question_1","Sì","Children"
"3745","10934360","Question_2","qualche volta il premio saliva o scendeva","Children"
"3746","10934360","Question_3","No","Children"
"3747","10934360","Question_5","10","Children"
"3748","10934360","Question_6","10","Children"
"3749","10934360","Question_7","7","Children"
"3750","10934360","Question_8","10","Children"
"3751","10934361","Question_1","Non so","Children"
"3752","10934361","Question_2","scegliedo il mini tesoro","Children"
"3753","10934361","Question_3","Non so","Children"
"3754","10934361","Question_4","scegliendo il mini tesoro","Children"
"3755","10934361","Question_5","10","Children"
"3756","10934361","Question_6","10","Children"
"3757","10934361","Question_7","10","Children"
"3758","10934361","Question_8","6","Children"
"3759","10934358","Question_1","Non so","Children"
"3760","10934358","Question_2","PERCHE  NON  SO  COSA HA  SCELTO   L' ALTRO  BAMBINO","Children"
"3761","10934358","Question_3","Sì","Children"
"3762","10934358","Question_4","RAGIONAVO  DALLE  CIFRE  DELLE  MONETE","Children"
"3763","10934358","Question_5","10","Children"
"3764","10934358","Question_6","10","Children"
"3765","10934358","Question_7","8","Children"
"3766","10934358","Question_8","4","Children"
"3767","10934372","Question_1","Sì","Children"
"3768","10934372","Question_2","Perchè  solo se a caso è un gioco di fortuna gli altri no ","Children"
"3769","10934372","Question_3","No","Children"
"3770","10934372","Question_5","10","Children"
"3771","10934372","Question_6","2","Children"
"3772","10934372","Question_7","10","Children"
"3773","10934372","Question_8","4","Children"
"3774","10934368","Question_1","Sì","Children"
"3775","10934368","Question_2","ALCUNE VOLTE PRENDEVO LE MONETE DA 15 MA POI HO PRESO QUELLE BASSE ","Children"
"3776","10934368","Question_3","No","Children"
"3777","10934368","Question_5","4","Children"
"3778","10934368","Question_6","6","Children"
"3779","10934368","Question_7","5","Children"
"3780","10934368","Question_8","5","Children"
"3781","10934374","Question_1","No","Children"
"3782","10934374","Question_3","Sì","Children"
"3783","10934374","Question_4","DALLE  MONETE","Children"
"3784","10934374","Question_5","9","Children"
"3785","10934374","Question_6","9","Children"
"3786","10934374","Question_7","9","Children"
"3787","10934374","Question_8","9","Children"
"3788","10934355","Question_1","Sì","Children"
"3789","10934355","Question_2","nel gioco solo se a caso se ti usciva la pallina rossa vincevi le 15 monete invece solo se insieme se sceglievi le 15 monete e anche il tuo compagno sceglie le 15 monete le hai vinte","Children"
"3790","10934355","Question_3","No","Children"
"3791","10934355","Question_5","6","Children"
"3792","10934355","Question_6","5","Children"
"3793","10934355","Question_7","7","Children"
"3794","10934355","Question_8","4","Children"
"3795","10934362","Question_1","No","Children"
"3796","10934362","Question_3","No","Children"
"3797","10934362","Question_5","8","Children"
"3798","10934362","Question_6","8","Children"
"3799","10934362","Question_7","9","Children"
"3800","10934362","Question_8","10","Children"
"3801","10934366","Question_1","No","Children"
"3802","10934366","Question_3","No","Children"
"3803","10934366","Question_5","10","Children"
"3804","10934366","Question_6","4","Children"
"3805","10934366","Question_7","10","Children"
"3806","10934366","Question_8","7","Children"
"3807","10934367","Question_1","Sì","Children"
"3808","10934367","Question_2","scelgo il mini per vincere più monete sempre","Children"
"3809","10934367","Question_3","Sì","Children"
"3810","10934367","Question_4","sempre","Children"
"3811","10934367","Question_5","6","Children"
"3812","10934367","Question_6","6","Children"
"3813","10934367","Question_7","4","Children"
"3814","10934367","Question_8","0","Children"
"3815","10934373","Question_1","Sì","Children"
"3816","10934373","Question_2","per via dei sinboli","Children"
"3817","10934373","Question_3","Sì","Children"
"3818","10934373","Question_4","per via dei simboli sopra i sacchi","Children"
"3819","10934373","Question_5","0","Children"
"3820","10934373","Question_6","10","Children"
"3821","10934373","Question_7","10","Children"
"3822","10934373","Question_8","0","Children"
"3823","10934369","Question_1","No","Children"
"3824","10934369","Question_3","No","Children"
"3825","10934369","Question_5","10","Children"
"3826","10934369","Question_6","10","Children"
"3827","10934369","Question_7","10","Children"
"3828","10934369","Question_8","10","Children"
"3829","10934375","Question_1","No","Children"
"3830","10934375","Question_3","No","Children"
